31_1	What is throat cancer?
49_3	How was Netflix started?  [SEP] How did it originally work? [SEP] What is its relationship with Blockbuster?
49_4	How was Netflix started?  [SEP] How did it originally work? [SEP] What is its relationship with Blockbuster? [SEP] When did Netflix shift from DVDs to a streaming service?
49_5	How was Netflix started?  [SEP] How did it originally work? [SEP] What is its relationship with Blockbuster? [SEP] When did Netflix shift from DVDs to a streaming service? [SEP] What are its other competitors? 
49_6	How was Netflix started?  [SEP] How did it originally work? [SEP] What is its relationship with Blockbuster? [SEP] When did Netflix shift from DVDs to a streaming service? [SEP] What are its other competitors?  [SEP] How does it compare to Amazon Prime Video?
49_7	How was Netflix started?  [SEP] How did it originally work? [SEP] What is its relationship with Blockbuster? [SEP] When did Netflix shift from DVDs to a streaming service? [SEP] What are its other competitors?  [SEP] How does it compare to Amazon Prime Video? [SEP] Describe it’s subscriber growth over time.
49_8	How was Netflix started?  [SEP] How did it originally work? [SEP] What is its relationship with Blockbuster? [SEP] When did Netflix shift from DVDs to a streaming service? [SEP] What are its other competitors?  [SEP] How does it compare to Amazon Prime Video? [SEP] Describe it’s subscriber growth over time. [SEP] How has it changed the way TV is watched?
49_9	How was Netflix started?  [SEP] How did it originally work? [SEP] What is its relationship with Blockbuster? [SEP] When did Netflix shift from DVDs to a streaming service? [SEP] What are its other competitors?  [SEP] How does it compare to Amazon Prime Video? [SEP] Describe it’s subscriber growth over time. [SEP] How has it changed the way TV is watched? [SEP] How has it impacted society?
50_1	What was the first artificial satellite?
50_10	What was the first artificial satellite? [SEP] What are the types of orbits? [SEP] What are the important classes of satellite? [SEP] How do navigation systems work? [SEP] What is the Galileo system and why is it important? [SEP] Why did it create tension with the US? [SEP] What are Cubesats? [SEP] What are their advantages?  [SEP] What are they used for? [SEP] What is their future?
50_2	What was the first artificial satellite? [SEP] What are the types of orbits?
50_3	What was the first artificial satellite? [SEP] What are the types of orbits? [SEP] What are the important classes of satellite?
50_4	What was the first artificial satellite? [SEP] What are the types of orbits? [SEP] What are the important classes of satellite? [SEP] How do navigation systems work?
50_5	What was the first artificial satellite? [SEP] What are the types of orbits? [SEP] What are the important classes of satellite? [SEP] How do navigation systems work? [SEP] What is the Galileo system and why is it important?
50_6	What was the first artificial satellite? [SEP] What are the types of orbits? [SEP] What are the important classes of satellite? [SEP] How do navigation systems work? [SEP] What is the Galileo system and why is it important? [SEP] Why did it create tension with the US?
50_7	What was the first artificial satellite? [SEP] What are the types of orbits? [SEP] What are the important classes of satellite? [SEP] How do navigation systems work? [SEP] What is the Galileo system and why is it important? [SEP] Why did it create tension with the US? [SEP] What are Cubesats?
50_8	What was the first artificial satellite? [SEP] What are the types of orbits? [SEP] What are the important classes of satellite? [SEP] How do navigation systems work? [SEP] What is the Galileo system and why is it important? [SEP] Why did it create tension with the US? [SEP] What are Cubesats? [SEP] What are their advantages? 
50_9	What was the first artificial satellite? [SEP] What are the types of orbits? [SEP] What are the important classes of satellite? [SEP] How do navigation systems work? [SEP] What is the Galileo system and why is it important? [SEP] Why did it create tension with the US? [SEP] What are Cubesats? [SEP] What are their advantages?  [SEP] What are they used for?
51_1	How do I save for a child’s college education in the US?
51_10	How do I save for a child’s college education in the US? [SEP] What is a 529 plan? [SEP] How does it work? [SEP] What are the main advantages? [SEP] What about disadvantages? [SEP] How long have they been around? [SEP] What are the types of plans? [SEP] What can the funds be used for? [SEP] What happens if it’s not used? [SEP] How does a ESA compare?
51_2	How do I save for a child’s college education in the US? [SEP] What is a 529 plan?
51_3	How do I save for a child’s college education in the US? [SEP] What is a 529 plan? [SEP] How does it work?
51_4	How do I save for a child’s college education in the US? [SEP] What is a 529 plan? [SEP] How does it work? [SEP] What are the main advantages?
51_5	How do I save for a child’s college education in the US? [SEP] What is a 529 plan? [SEP] How does it work? [SEP] What are the main advantages? [SEP] What about disadvantages?
51_6	How do I save for a child’s college education in the US? [SEP] What is a 529 plan? [SEP] How does it work? [SEP] What are the main advantages? [SEP] What about disadvantages? [SEP] How long have they been around?
51_7	How do I save for a child’s college education in the US? [SEP] What is a 529 plan? [SEP] How does it work? [SEP] What are the main advantages? [SEP] What about disadvantages? [SEP] How long have they been around? [SEP] What are the types of plans?
51_8	How do I save for a child’s college education in the US? [SEP] What is a 529 plan? [SEP] How does it work? [SEP] What are the main advantages? [SEP] What about disadvantages? [SEP] How long have they been around? [SEP] What are the types of plans? [SEP] What can the funds be used for?
51_9	How do I save for a child’s college education in the US? [SEP] What is a 529 plan? [SEP] How does it work? [SEP] What are the main advantages? [SEP] What about disadvantages? [SEP] How long have they been around? [SEP] What are the types of plans? [SEP] What can the funds be used for? [SEP] What happens if it’s not used?
52_1	Describe the Afra tanker scale.
52_10	Describe the Afra tanker scale. [SEP] Why was it developed? [SEP] What are supertankers? [SEP] Describe their invention. [SEP] What are the important factors led to their development? [SEP] What was the role of the Six-Day War? [SEP] How many barrels can a VLCC ship carry? [SEP] What is the largest in the world? [SEP] What new problem did increased scale create? [SEP] Describe crude oil washing.
52_2	Describe the Afra tanker scale. [SEP] Why was it developed?
52_3	Describe the Afra tanker scale. [SEP] Why was it developed? [SEP] What are supertankers?
52_4	Describe the Afra tanker scale. [SEP] Why was it developed? [SEP] What are supertankers? [SEP] Describe their invention.
52_5	Describe the Afra tanker scale. [SEP] Why was it developed? [SEP] What are supertankers? [SEP] Describe their invention. [SEP] What are the important factors led to their development?
52_6	Describe the Afra tanker scale. [SEP] Why was it developed? [SEP] What are supertankers? [SEP] Describe their invention. [SEP] What are the important factors led to their development? [SEP] What was the role of the Six-Day War?
52_7	Describe the Afra tanker scale. [SEP] Why was it developed? [SEP] What are supertankers? [SEP] Describe their invention. [SEP] What are the important factors led to their development? [SEP] What was the role of the Six-Day War? [SEP] How many barrels can a VLCC ship carry?
52_8	Describe the Afra tanker scale. [SEP] Why was it developed? [SEP] What are supertankers? [SEP] Describe their invention. [SEP] What are the important factors led to their development? [SEP] What was the role of the Six-Day War? [SEP] How many barrels can a VLCC ship carry? [SEP] What is the largest in the world?
52_9	Describe the Afra tanker scale. [SEP] Why was it developed? [SEP] What are supertankers? [SEP] Describe their invention. [SEP] What are the important factors led to their development? [SEP] What was the role of the Six-Day War? [SEP] How many barrels can a VLCC ship carry? [SEP] What is the largest in the world? [SEP] What new problem did increased scale create?
53_1	Is Red Bull bad for you?
53_2	Is Red Bull bad for you? [SEP] Can it kill you?
53_3	Is Red Bull bad for you? [SEP] Can it kill you? [SEP] How much can you drink in a day?
53_4	Is Red Bull bad for you? [SEP] Can it kill you? [SEP] How much can you drink in a day? [SEP] What is taurine?
53_5	Is Red Bull bad for you? [SEP] Can it kill you? [SEP] How much can you drink in a day? [SEP] What is taurine? [SEP] What are its health effects?
53_6	Is Red Bull bad for you? [SEP] Can it kill you? [SEP] How much can you drink in a day? [SEP] What is taurine? [SEP] What are its health effects? [SEP] In general, what are the effects of consuming energy drinks?
53_7	Is Red Bull bad for you? [SEP] Can it kill you? [SEP] How much can you drink in a day? [SEP] What is taurine? [SEP] What are its health effects? [SEP] In general, what are the effects of consuming energy drinks? [SEP] Why are they harmful when mixed with alcohol?
53_8	Is Red Bull bad for you? [SEP] Can it kill you? [SEP] How much can you drink in a day? [SEP] What is taurine? [SEP] What are its health effects? [SEP] In general, what are the effects of consuming energy drinks? [SEP] Why are they harmful when mixed with alcohol? [SEP] What is the argument for their age restriction to kids?
53_9	Is Red Bull bad for you? [SEP] Can it kill you? [SEP] How much can you drink in a day? [SEP] What is taurine? [SEP] What are its health effects? [SEP] In general, what are the effects of consuming energy drinks? [SEP] Why are they harmful when mixed with alcohol? [SEP] What is the argument for their age restriction to kids? [SEP] Where are they banned to minors?
54_1	What is worth seeing in Washington D.C.?
54_2	What is worth seeing in Washington D.C.? [SEP] Which Smithsonian museums are the most popular?
54_3	What is worth seeing in Washington D.C.? [SEP] Which Smithsonian museums are the most popular? [SEP] Why is the National Air and Space Museum important?
54_4	What is worth seeing in Washington D.C.? [SEP] Which Smithsonian museums are the most popular? [SEP] Why is the National Air and Space Museum important? [SEP] Is the Spy Museum free?
54_5	What is worth seeing in Washington D.C.? [SEP] Which Smithsonian museums are the most popular? [SEP] Why is the National Air and Space Museum important? [SEP] Is the Spy Museum free? [SEP] What is there to do in DC after the museums close?
54_6	What is worth seeing in Washington D.C.? [SEP] Which Smithsonian museums are the most popular? [SEP] Why is the National Air and Space Museum important? [SEP] Is the Spy Museum free? [SEP] What is there to do in DC after the museums close? [SEP] What is the best time to visit the reflecting pools?
54_7	What is worth seeing in Washington D.C.? [SEP] Which Smithsonian museums are the most popular? [SEP] Why is the National Air and Space Museum important? [SEP] Is the Spy Museum free? [SEP] What is there to do in DC after the museums close? [SEP] What is the best time to visit the reflecting pools? [SEP] Are there any famous foods?
54_8	What is worth seeing in Washington D.C.? [SEP] Which Smithsonian museums are the most popular? [SEP] Why is the National Air and Space Museum important? [SEP] Is the Spy Museum free? [SEP] What is there to do in DC after the museums close? [SEP] What is the best time to visit the reflecting pools? [SEP] Are there any famous foods? [SEP] What is a DC half smoke?
54_9	What is worth seeing in Washington D.C.? [SEP] Which Smithsonian museums are the most popular? [SEP] Why is the National Air and Space Museum important? [SEP] Is the Spy Museum free? [SEP] What is there to do in DC after the museums close? [SEP] What is the best time to visit the reflecting pools? [SEP] Are there any famous foods? [SEP] What is a DC half smoke? [SEP] Tell me about its history.
55_1	Describe the oceanic crust.
55_10	Describe the oceanic crust. [SEP] What are the main layers? [SEP] How does it differ from the continental crust? [SEP] Which is younger and why? [SEP] Where is the youngest oceanic found? [SEP] What about the oldest? [SEP] What is seafloor spreading? [SEP] What is its significance? [SEP] How is ocean crust formed? [SEP] Is it being recycled?
55_2	Describe the oceanic crust. [SEP] What are the main layers?
55_3	Describe the oceanic crust. [SEP] What are the main layers? [SEP] How does it differ from the continental crust?
55_4	Describe the oceanic crust. [SEP] What are the main layers? [SEP] How does it differ from the continental crust? [SEP] Which is younger and why?
55_5	Describe the oceanic crust. [SEP] What are the main layers? [SEP] How does it differ from the continental crust? [SEP] Which is younger and why? [SEP] Where is the youngest oceanic found?
55_6	Describe the oceanic crust. [SEP] What are the main layers? [SEP] How does it differ from the continental crust? [SEP] Which is younger and why? [SEP] Where is the youngest oceanic found? [SEP] What about the oldest?
55_7	Describe the oceanic crust. [SEP] What are the main layers? [SEP] How does it differ from the continental crust? [SEP] Which is younger and why? [SEP] Where is the youngest oceanic found? [SEP] What about the oldest? [SEP] What is seafloor spreading?
55_8	Describe the oceanic crust. [SEP] What are the main layers? [SEP] How does it differ from the continental crust? [SEP] Which is younger and why? [SEP] Where is the youngest oceanic found? [SEP] What about the oldest? [SEP] What is seafloor spreading? [SEP] What is its significance?
55_9	Describe the oceanic crust. [SEP] What are the main layers? [SEP] How does it differ from the continental crust? [SEP] Which is younger and why? [SEP] Where is the youngest oceanic found? [SEP] What about the oldest? [SEP] What is seafloor spreading? [SEP] What is its significance? [SEP] How is ocean crust formed?
56_1	What is Darwin’s theory in a nutshell?
56_2	What is Darwin’s theory in a nutshell? [SEP] How was it developed? 
56_3	What is Darwin’s theory in a nutshell? [SEP] How was it developed?  [SEP] How do sexual and asexual reproduction affect it?
56_4	What is Darwin’s theory in a nutshell? [SEP] How was it developed?  [SEP] How do sexual and asexual reproduction affect it? [SEP] How can fossils be used to understand it?
56_5	What is Darwin’s theory in a nutshell? [SEP] How was it developed?  [SEP] How do sexual and asexual reproduction affect it? [SEP] How can fossils be used to understand it? [SEP] What is modern evidence for it? 
56_6	What is Darwin’s theory in a nutshell? [SEP] How was it developed?  [SEP] How do sexual and asexual reproduction affect it? [SEP] How can fossils be used to understand it? [SEP] What is modern evidence for it?  [SEP] What is the impact on modern biology?
56_7	What is Darwin’s theory in a nutshell? [SEP] How was it developed?  [SEP] How do sexual and asexual reproduction affect it? [SEP] How can fossils be used to understand it? [SEP] What is modern evidence for it?  [SEP] What is the impact on modern biology? [SEP] Compare and contrast microevolution and macroevolution.
56_8	What is Darwin’s theory in a nutshell? [SEP] How was it developed?  [SEP] How do sexual and asexual reproduction affect it? [SEP] How can fossils be used to understand it? [SEP] What is modern evidence for it?  [SEP] What is the impact on modern biology? [SEP] Compare and contrast microevolution and macroevolution. [SEP] What is the relationship to speciation?
57_1	How can you tell if someone is suffering from depression?
57_10	How can you tell if someone is suffering from depression? [SEP] What are common types? [SEP] What causes it? [SEP] What is the role of brain chemicals? [SEP] Does a lack of sunlight cause it? [SEP] How can you treat SAD? [SEP] What is the role of melatonin? [SEP] How are anxiety and depression related? [SEP] What treatments exist for depression? [SEP] What is CBT and how does it work?
57_2	How can you tell if someone is suffering from depression? [SEP] What are common types?
57_3	How can you tell if someone is suffering from depression? [SEP] What are common types? [SEP] What causes it?
57_4	How can you tell if someone is suffering from depression? [SEP] What are common types? [SEP] What causes it? [SEP] What is the role of brain chemicals?
57_5	How can you tell if someone is suffering from depression? [SEP] What are common types? [SEP] What causes it? [SEP] What is the role of brain chemicals? [SEP] Does a lack of sunlight cause it?
57_6	How can you tell if someone is suffering from depression? [SEP] What are common types? [SEP] What causes it? [SEP] What is the role of brain chemicals? [SEP] Does a lack of sunlight cause it? [SEP] How can you treat SAD?
57_7	How can you tell if someone is suffering from depression? [SEP] What are common types? [SEP] What causes it? [SEP] What is the role of brain chemicals? [SEP] Does a lack of sunlight cause it? [SEP] How can you treat SAD? [SEP] What is the role of melatonin?
57_8	How can you tell if someone is suffering from depression? [SEP] What are common types? [SEP] What causes it? [SEP] What is the role of brain chemicals? [SEP] Does a lack of sunlight cause it? [SEP] How can you treat SAD? [SEP] What is the role of melatonin? [SEP] How are anxiety and depression related?
57_9	How can you tell if someone is suffering from depression? [SEP] What are common types? [SEP] What causes it? [SEP] What is the role of brain chemicals? [SEP] Does a lack of sunlight cause it? [SEP] How can you treat SAD? [SEP] What is the role of melatonin? [SEP] How are anxiety and depression related? [SEP] What treatments exist for depression?
58_1	What is a real-time database?
58_2	What is a real-time database? [SEP] How does it differ from traditional ones?
58_3	What is a real-time database? [SEP] How does it differ from traditional ones? [SEP] What are the advantages of real-time processing?
58_4	What is a real-time database? [SEP] How does it differ from traditional ones? [SEP] What are the advantages of real-time processing? [SEP] What are examples of important ones?
58_5	What is a real-time database? [SEP] How does it differ from traditional ones? [SEP] What are the advantages of real-time processing? [SEP] What are examples of important ones? [SEP] What are important applications?
58_6	What is a real-time database? [SEP] How does it differ from traditional ones? [SEP] What are the advantages of real-time processing? [SEP] What are examples of important ones? [SEP] What are important applications? [SEP] What are important cloud options?
58_7	What is a real-time database? [SEP] How does it differ from traditional ones? [SEP] What are the advantages of real-time processing? [SEP] What are examples of important ones? [SEP] What are important applications? [SEP] What are important cloud options? [SEP] Tell me about the Firebase DB.
58_8	What is a real-time database? [SEP] How does it differ from traditional ones? [SEP] What are the advantages of real-time processing? [SEP] What are examples of important ones? [SEP] What are important applications? [SEP] What are important cloud options? [SEP] Tell me about the Firebase DB. [SEP] How is it used in mobile apps?
59_1	Which weekend sports have the most injuries?
59_2	Which weekend sports have the most injuries? [SEP] What are the most common types of injuries? 
59_3	Which weekend sports have the most injuries? [SEP] What are the most common types of injuries?  [SEP] What is the ACL?
59_4	Which weekend sports have the most injuries? [SEP] What are the most common types of injuries?  [SEP] What is the ACL? [SEP] What is an injury for it?
59_5	Which weekend sports have the most injuries? [SEP] What are the most common types of injuries?  [SEP] What is the ACL? [SEP] What is an injury for it? [SEP] Tell me about the RICE method.
59_6	Which weekend sports have the most injuries? [SEP] What are the most common types of injuries?  [SEP] What is the ACL? [SEP] What is an injury for it? [SEP] Tell me about the RICE method. [SEP] Is there disagreement about it?
59_7	Which weekend sports have the most injuries? [SEP] What are the most common types of injuries?  [SEP] What is the ACL? [SEP] What is an injury for it? [SEP] Tell me about the RICE method. [SEP] Is there disagreement about it? [SEP] What is arnica used for?
59_8	Which weekend sports have the most injuries? [SEP] What are the most common types of injuries?  [SEP] What is the ACL? [SEP] What is an injury for it? [SEP] Tell me about the RICE method. [SEP] Is there disagreement about it? [SEP] What is arnica used for? [SEP] What are some ways to avoid injury?
60_1	Tell me about the benefits of yoga.
60_2	Tell me about the benefits of yoga. [SEP] Does it help in reducing stress?
60_3	Tell me about the benefits of yoga. [SEP] Does it help in reducing stress? [SEP] What are some of the main types?
60_4	Tell me about the benefits of yoga. [SEP] Does it help in reducing stress? [SEP] What are some of the main types? [SEP] What type is best for losing weight?
60_5	Tell me about the benefits of yoga. [SEP] Does it help in reducing stress? [SEP] What are some of the main types? [SEP] What type is best for losing weight? [SEP] What are common poses in Bikram yoga?
60_6	Tell me about the benefits of yoga. [SEP] Does it help in reducing stress? [SEP] What are some of the main types? [SEP] What type is best for losing weight? [SEP] What are common poses in Bikram yoga? [SEP] Why is mindful breathing important?
60_7	Tell me about the benefits of yoga. [SEP] Does it help in reducing stress? [SEP] What are some of the main types? [SEP] What type is best for losing weight? [SEP] What are common poses in Bikram yoga? [SEP] Why is mindful breathing important? [SEP] Does it help relieve asthma?
61_1	Who are The Avengers?
61_2	Who are The Avengers? [SEP] Tell me about their first appearance.
61_3	Who are The Avengers? [SEP] Tell me about their first appearance. [SEP] Who is the most powerful and why? 
61_4	Who are The Avengers? [SEP] Tell me about their first appearance. [SEP] Who is the most powerful and why?  [SEP] What is the relationship of Spider-Man to the team?
61_5	Who are The Avengers? [SEP] Tell me about their first appearance. [SEP] Who is the most powerful and why?  [SEP] What is the relationship of Spider-Man to the team? [SEP] Why is Batman not a member? 
61_6	Who are The Avengers? [SEP] Tell me about their first appearance. [SEP] Who is the most powerful and why?  [SEP] What is the relationship of Spider-Man to the team? [SEP] Why is Batman not a member?  [SEP] What is an important team in the DC universe? 
61_7	Who are The Avengers? [SEP] Tell me about their first appearance. [SEP] Who is the most powerful and why?  [SEP] What is the relationship of Spider-Man to the team? [SEP] Why is Batman not a member?  [SEP] What is an important team in the DC universe?  [SEP] Tell me about the origins of the Justice League.
61_8	Who are The Avengers? [SEP] Tell me about their first appearance. [SEP] Who is the most powerful and why?  [SEP] What is the relationship of Spider-Man to the team? [SEP] Why is Batman not a member?  [SEP] What is an important team in the DC universe?  [SEP] Tell me about the origins of the Justice League. [SEP] Who are the important members?
61_9	Who are The Avengers? [SEP] Tell me about their first appearance. [SEP] Who is the most powerful and why?  [SEP] What is the relationship of Spider-Man to the team? [SEP] Why is Batman not a member?  [SEP] What is an important team in the DC universe?  [SEP] Tell me about the origins of the Justice League. [SEP] Who are the important members? [SEP] Which team came first?
62_1	What is the Surrealism movement in art?
62_10	What is the Surrealism movement in art? [SEP] What are its characteristics? [SEP] Tell me about its founding. [SEP] Tell me about the series of manifestos. [SEP] How is it different from Dada? [SEP] What is its importance? [SEP] Who are the most famous artists?  [SEP] Why did Dali choose surrealism? [SEP] What are his most iconic works? [SEP] Is it still used today?
62_11	What is the Surrealism movement in art? [SEP] What are its characteristics? [SEP] Tell me about its founding. [SEP] Tell me about the series of manifestos. [SEP] How is it different from Dada? [SEP] What is its importance? [SEP] Who are the most famous artists?  [SEP] Why did Dali choose surrealism? [SEP] What are his most iconic works? [SEP] Is it still used today? [SEP] What has its impact been on other fields?
62_2	What is the Surrealism movement in art? [SEP] What are its characteristics?
62_3	What is the Surrealism movement in art? [SEP] What are its characteristics? [SEP] Tell me about its founding.
62_4	What is the Surrealism movement in art? [SEP] What are its characteristics? [SEP] Tell me about its founding. [SEP] Tell me about the series of manifestos.
62_5	What is the Surrealism movement in art? [SEP] What are its characteristics? [SEP] Tell me about its founding. [SEP] Tell me about the series of manifestos. [SEP] How is it different from Dada?
62_6	What is the Surrealism movement in art? [SEP] What are its characteristics? [SEP] Tell me about its founding. [SEP] Tell me about the series of manifestos. [SEP] How is it different from Dada? [SEP] What is its importance?
62_7	What is the Surrealism movement in art? [SEP] What are its characteristics? [SEP] Tell me about its founding. [SEP] Tell me about the series of manifestos. [SEP] How is it different from Dada? [SEP] What is its importance? [SEP] Who are the most famous artists? 
62_8	What is the Surrealism movement in art? [SEP] What are its characteristics? [SEP] Tell me about its founding. [SEP] Tell me about the series of manifestos. [SEP] How is it different from Dada? [SEP] What is its importance? [SEP] Who are the most famous artists?  [SEP] Why did Dali choose surrealism?
62_9	What is the Surrealism movement in art? [SEP] What are its characteristics? [SEP] Tell me about its founding. [SEP] Tell me about the series of manifestos. [SEP] How is it different from Dada? [SEP] What is its importance? [SEP] Who are the most famous artists?  [SEP] Why did Dali choose surrealism? [SEP] What are his most iconic works?
63_1	What is blockchain?
63_10	What is blockchain? [SEP] What problem does it solve? [SEP] How does it work? [SEP] What are the types of networks? [SEP] Tell me about its invention. [SEP] How is it related to cryptocurrencies? [SEP] How is Bitcoin generated?  [SEP] How secure is blockchain? [SEP] What are its other uses in business? [SEP] What are the implications for society?
63_2	What is blockchain? [SEP] What problem does it solve?
63_3	What is blockchain? [SEP] What problem does it solve? [SEP] How does it work?
63_4	What is blockchain? [SEP] What problem does it solve? [SEP] How does it work? [SEP] What are the types of networks?
63_5	What is blockchain? [SEP] What problem does it solve? [SEP] How does it work? [SEP] What are the types of networks? [SEP] Tell me about its invention.
63_6	What is blockchain? [SEP] What problem does it solve? [SEP] How does it work? [SEP] What are the types of networks? [SEP] Tell me about its invention. [SEP] How is it related to cryptocurrencies?
63_7	What is blockchain? [SEP] What problem does it solve? [SEP] How does it work? [SEP] What are the types of networks? [SEP] Tell me about its invention. [SEP] How is it related to cryptocurrencies? [SEP] How is Bitcoin generated? 
63_8	What is blockchain? [SEP] What problem does it solve? [SEP] How does it work? [SEP] What are the types of networks? [SEP] Tell me about its invention. [SEP] How is it related to cryptocurrencies? [SEP] How is Bitcoin generated?  [SEP] How secure is blockchain?
63_9	What is blockchain? [SEP] What problem does it solve? [SEP] How does it work? [SEP] What are the types of networks? [SEP] Tell me about its invention. [SEP] How is it related to cryptocurrencies? [SEP] How is Bitcoin generated?  [SEP] How secure is blockchain? [SEP] What are its other uses in business?
64_1	What are the types of pork ribs?
64_10	What are the types of pork ribs? [SEP] What are baby backs? [SEP] What are the differences with spareribs? [SEP] What are ways to cook them?  [SEP] How about on the bbq? [SEP] Describe the 321 method. [SEP] How long do they take to smoke? [SEP] How do you know when they are done? [SEP] What is in a typical rub? [SEP] What’s the best style of sauce for them? 
64_11	What are the types of pork ribs? [SEP] What are baby backs? [SEP] What are the differences with spareribs? [SEP] What are ways to cook them?  [SEP] How about on the bbq? [SEP] Describe the 321 method. [SEP] How long do they take to smoke? [SEP] How do you know when they are done? [SEP] What is in a typical rub? [SEP] What’s the best style of sauce for them?  [SEP] What’s in Kansas City style sauce?
64_2	What are the types of pork ribs? [SEP] What are baby backs?
64_3	What are the types of pork ribs? [SEP] What are baby backs? [SEP] What are the differences with spareribs?
64_4	What are the types of pork ribs? [SEP] What are baby backs? [SEP] What are the differences with spareribs? [SEP] What are ways to cook them? 
64_5	What are the types of pork ribs? [SEP] What are baby backs? [SEP] What are the differences with spareribs? [SEP] What are ways to cook them?  [SEP] How about on the bbq?
64_6	What are the types of pork ribs? [SEP] What are baby backs? [SEP] What are the differences with spareribs? [SEP] What are ways to cook them?  [SEP] How about on the bbq? [SEP] Describe the 321 method.
64_7	What are the types of pork ribs? [SEP] What are baby backs? [SEP] What are the differences with spareribs? [SEP] What are ways to cook them?  [SEP] How about on the bbq? [SEP] Describe the 321 method. [SEP] How long do they take to smoke?
64_8	What are the types of pork ribs? [SEP] What are baby backs? [SEP] What are the differences with spareribs? [SEP] What are ways to cook them?  [SEP] How about on the bbq? [SEP] Describe the 321 method. [SEP] How long do they take to smoke? [SEP] How do you know when they are done?
64_9	What are the types of pork ribs? [SEP] What are baby backs? [SEP] What are the differences with spareribs? [SEP] What are ways to cook them?  [SEP] How about on the bbq? [SEP] Describe the 321 method. [SEP] How long do they take to smoke? [SEP] How do you know when they are done? [SEP] What is in a typical rub?
65_1	What is nominal GDP?
65_10	What is nominal GDP? [SEP] Why is it not a good measure? [SEP] What is the difference with real? [SEP] How is it related to gross national income? [SEP] What is the meaning of GNI? [SEP] How is inflation affected by high GDP growth?  [SEP] What is the relationship between inflation and unemployment? [SEP] What is frictional unemployment and why is it important? [SEP] Is it bad for the economy? [SEP] How can the government reduce its level?
65_2	What is nominal GDP? [SEP] Why is it not a good measure?
65_3	What is nominal GDP? [SEP] Why is it not a good measure? [SEP] What is the difference with real?
65_4	What is nominal GDP? [SEP] Why is it not a good measure? [SEP] What is the difference with real? [SEP] How is it related to gross national income?
65_5	What is nominal GDP? [SEP] Why is it not a good measure? [SEP] What is the difference with real? [SEP] How is it related to gross national income? [SEP] What is the meaning of GNI?
65_6	What is nominal GDP? [SEP] Why is it not a good measure? [SEP] What is the difference with real? [SEP] How is it related to gross national income? [SEP] What is the meaning of GNI? [SEP] How is inflation affected by high GDP growth? 
65_7	What is nominal GDP? [SEP] Why is it not a good measure? [SEP] What is the difference with real? [SEP] How is it related to gross national income? [SEP] What is the meaning of GNI? [SEP] How is inflation affected by high GDP growth?  [SEP] What is the relationship between inflation and unemployment?
65_8	What is nominal GDP? [SEP] Why is it not a good measure? [SEP] What is the difference with real? [SEP] How is it related to gross national income? [SEP] What is the meaning of GNI? [SEP] How is inflation affected by high GDP growth?  [SEP] What is the relationship between inflation and unemployment? [SEP] What is frictional unemployment and why is it important?
65_9	What is nominal GDP? [SEP] Why is it not a good measure? [SEP] What is the difference with real? [SEP] How is it related to gross national income? [SEP] What is the meaning of GNI? [SEP] How is inflation affected by high GDP growth?  [SEP] What is the relationship between inflation and unemployment? [SEP] What is frictional unemployment and why is it important? [SEP] Is it bad for the economy?
66_1	Tell me about lavender plants.
66_2	Tell me about lavender plants. [SEP] What are the different types?
66_3	Tell me about lavender plants. [SEP] What are the different types? [SEP] What places are famous for them?
66_4	Tell me about lavender plants. [SEP] What are the different types? [SEP] What places are famous for them? [SEP] Are they safe to eat?
66_5	Tell me about lavender plants. [SEP] What are the different types? [SEP] What places are famous for them? [SEP] Are they safe to eat? [SEP] What variety is best for cooking?
66_6	Tell me about lavender plants. [SEP] What are the different types? [SEP] What places are famous for them? [SEP] Are they safe to eat? [SEP] What variety is best for cooking? [SEP] How is it used? 
66_7	Tell me about lavender plants. [SEP] What are the different types? [SEP] What places are famous for them? [SEP] Are they safe to eat? [SEP] What variety is best for cooking? [SEP] How is it used?  [SEP] What is it good with?
66_8	Tell me about lavender plants. [SEP] What are the different types? [SEP] What places are famous for them? [SEP] Are they safe to eat? [SEP] What variety is best for cooking? [SEP] How is it used?  [SEP] What is it good with? [SEP] What are the health benefits of its oil?
66_9	Tell me about lavender plants. [SEP] What are the different types? [SEP] What places are famous for them? [SEP] Are they safe to eat? [SEP] What variety is best for cooking? [SEP] How is it used?  [SEP] What is it good with? [SEP] What are the health benefits of its oil? [SEP] Are there any side effects?
67_1	Why is blood red?
67_10	Why is blood red? [SEP] What are red blood cells? [SEP] How are they created? [SEP] How is oxygen transported? [SEP] What is anemia? [SEP] What are the symptoms? [SEP] Can it go away? [SEP] What are its possible causes? [SEP] How is it treated? [SEP] What foods contain high levels of iron?
67_11	Why is blood red? [SEP] What are red blood cells? [SEP] How are they created? [SEP] How is oxygen transported? [SEP] What is anemia? [SEP] What are the symptoms? [SEP] Can it go away? [SEP] What are its possible causes? [SEP] How is it treated? [SEP] What foods contain high levels of iron? [SEP] What improves absorption?
67_2	Why is blood red? [SEP] What are red blood cells?
67_3	Why is blood red? [SEP] What are red blood cells? [SEP] How are they created?
67_4	Why is blood red? [SEP] What are red blood cells? [SEP] How are they created? [SEP] How is oxygen transported?
67_5	Why is blood red? [SEP] What are red blood cells? [SEP] How are they created? [SEP] How is oxygen transported? [SEP] What is anemia?
